2025-10-28 19:22:26,70.52
2025-10-28 19:26:20,70.12
2025-10-28 19:27:58,70.12
2025-10-28 19:33:42,71.14
2025-10-28 19:40:22,64.95
2025-10-28 19:43:53,64.95
2025-10-28 19:44:19,71.17
2025-10-28 19:44:20,71.17
2025-10-28 19:47:36,68.78
2025-10-28 19:48:01,68.78
2025-10-28 19:48:03,68.78
2025-10-28 19:48:04,68.78
2025-10-28 19:48:04,68.78
2025-10-28 19:48:04,68.78
2025-10-28 19:48:06,68.78
2025-10-28 19:48:07,68.78
2025-10-28 19:48:21,68.78
2025-10-28 19:48:22,68.78
2025-10-28 19:48:26,68.78
2025-10-28 19:48:27,68.78
2025-10-28 19:48:28,68.78
2025-10-28 19:48:28,68.78
2025-10-28 19:48:29,68.78
2025-10-28 19:54:03,68.78
2025-10-28 22:11:25,68.78
2025-10-28 22:11:57,68.78
2025-10-28 22:15:03,68.78
2025-10-28 22:48:41,68.78
2025-10-28 22:53:13,68.78
2025-10-28 22:56:33,68.78
2025-10-28 23:08:35,68.78
2025-10-28 23:08:52,68.78
2025-10-28 23:10:59,68.78
2025-10-28 23:35:35,68.78
2025-10-28 23:54:58,68.78
2025-10-28 23:58:08,68.78
2025-10-29 00:08:22,68.78
2025-10-29 00:09:33,68.78
2025-10-29 00:19:01,68.78
2025-10-29 00:20:10,68.78
2025-10-29 00:27:38,68.78
